,state,Satisfaction,text,sent,emotion
2316,Utah,4,My husband signs us up every year.  We love going!,positive,joy
2317,Utah,5,I don't think it could have been any better.,negative,negative
2318,North Carolina,5,Possibly having event persons around out on campus to give direction. The map was helpful but a person to point the way would be much quicker. ,positive,positive
2319,California,5,I love to incorporate what I learn into my regular gospel study throughout the year. ,positive,positive
2320,Alberta,5,Couples housing,neutral,neutral
2321,Utah,4,More classes on Doctrine topics,neutral,neutral
2322,Utah,5,,neutral,neutral
2323,Utah,5,Distance for some of the locations are hard to get to in time. ,negative,negative
2324,Utah,5,Better sized rooms for those speakers that bring in the crowds.,positive,positive
2325,Arizona,5,Not much,neutral,neutral
2326,Utah,5,Knowing where the parking bus/vans are going rather than them just having a color posted on them.,neutral,neutral
2327,Utah,5,"Ratings for classes/ instructors would be awesome.  Most we've attended are amazing, but every now and then we've gone to one that was a total waste of time.  ",negative,disgust
2328,California,3,"Please make sure that doors to the BYU bookstore open on time, turn on air conditioning in the buildings and classrooms, instructors let students out on time, have shuttles to the WKC and the Marriott Center, replace ovens for good on a week other than Education week, schedule appropriate size rooms for speakers like Jared Halverson, put program changes on line, train volunteers how to quickly evacuate buildings instead of unnecessarily long chaos, make sure overflow rooms have a sound system that works well, print a shuttle schedule, send out program schedules and name badges so attendees don’t have to miss classes because there are few employees at Will Call, allow more time between classes because most presentations got out 15 minutes late, have employees empty overflowing trash in the restrooms, etc",negative,fear
2329,Arizona,5,"The amount of people (in several different classes) that would interrupt the presenter was honestly out of control. Too many older people treated the sessions like they were small town Utah Sunday School lessons, either blurting out comments, or earnestly raising their hands to make a point that was at best, unnecessary.  It was frustrating and distracting.    Could I recommend that next year, a hosting staff representive that opens the class, perhaps reads a statement reminding attendees to not ask questions unless they are invited to do so by the presenter?",negative,anger
2330,Utah,5,Great classes! I am motivated to make some improvements in my life.  I have a better understanding and compassion for others.,positive,trust
2331,Hawaii,5,Parking is always an issue if you arrive after 8am. ,negative,negative
2332,Utah,4,,neutral,neutral
2333,Arizona,4,Housing honoring my request for 1st floor since I can’t carry things up stairs. I know people who got 1st floor who didn’t request it so why am I ignored year after year. It’s shameful when a 76 year old gets treated this way. ,negative,sadness
2334,Utah,4,"Less saving of seats, haha! It’s pretty funny that adults still do this year after year! ",positive,positive
2335,Utah,5,Na ,neutral,neutral
2336,Indiana,5,Bigger rooms for high attendance presenters. I felt the need to attend the class before that I didn’t necessarily want to insure a seat in the next class.,neutral,anticipation
2337,Utah,5,There is nothing I would change. ,neutral,neutral
2338,Colorado,5,Move the campus buildings closer. :),positive,positive
2339,Colorado,5,Heritage Hall is limited in dining experiences. Inconvenience.  Helaman Halls is better equipped in this. Be nice to have a solution. I do enjoy coming to Ed week every year so… I deal with it. ,negative,negative
2340,Arizona,5,I was not able to log into the byu app. I would like a map that shows how to get to each building. Or at least put large signs on the buildings that are visible as we walk from class to class. As we are older adults and can get confused as to direction very easily. So help us better get to each building. As we are only on campus once a year at most or once every few years. That would be a great help. Please offer more small healthy snacks between classes. I did find fruit at the byu store. The speakers were amazing and really enjoyed to classes and variety. Thanks for making this possible for us!!!,positive,trust
2341,Texas,4,"Bring back teachers like Ogletree, Bythway, Hank Smith, Millet. Such an excellent week. We love it ",positive,positive
2342,Utah,5,Wilk dining could be less chaotic ,neutral,neutral
2343,Utah,5,Great instructors.  Curtis Jacob is the best. Have him in the afternoon.,positive,trust
2344,Florida,5,Friends and being able to stay in the dorm ,positive,positive
2345,Utah,4,"I would love it if Choices your gluten-free place had a station outside, BUT NOT NEXT TO to something serving wheat, or where the smell of all the breads come out of the Wilkinson center because I cannot be around it at all. My wheat allergy is so bad I cannot go into the Wilkinson or MC to get food. So I have to bring everything from home. It is also stopped me from being able to enjoy many classes. But I do know that it is an impossibility to change.",negative,negative
2346,Utah,5,"The 11 AM session always has three of my favorite presenters and I have a hard time seeing all of them.  I am sure that scheduling is incredibly hard, but that was a disappointment for me.",negative,negative
